text,label,label_name,cognitive_demand
Compose original background music for dark mode meditation mode,2,CREATIVE,0.596
Bump version number for cache hotfix release,1,SHALLOW_WORK,0.458
Pin prisma to specific version for stability,1,SHALLOW_WORK,0.161
Prepare slide deck for architecture stakeholder presentation,3,ADMINISTRATIVE,0.43
Write formal verification proofs for the reporting safety module,0,DEEP_WORK,0.921
Coordinate vendor contract renewal for GitHub licenses,3,ADMINISTRATIVE,0.28
Process expense reports for October purchases,3,ADMINISTRATIVE,0.421
Pin lodash to specific version for stability,1,SHALLOW_WORK,0.378
Organize team standup notes from this week,3,ADMINISTRATIVE,0.349
Prepare slide deck for all-hands stakeholder presentation,3,ADMINISTRATIVE,0.237
Document standard operating procedures for release workflow,3,ADMINISTRATIVE,0.311
Coordinate vendor contract renewal for GitHub licenses,3,ADMINISTRATIVE,0.267
Create motion design for analytics state transitions,2,CREATIVE,0.57
Bump version number for cache hotfix release,1,SHALLOW_WORK,0.123
Debug the race condition crash in the messaging service,0,DEEP_WORK,0.868
Plan and book travel for upcoming sprint planning conference,3,ADMINISTRATIVE,0.381
Add input validation for date_of_birth field in dashboard form,1,SHALLOW_WORK,0.379
Update changelog for version 1.12.0 release,1,SHALLOW_WORK,0.248
Create tutorial walkthrough for push notification API integration,4,COMMUNICATION,0.457
Compose apology communication regarding reporting service disruption,4,COMMUNICATION,0.575
Update API version number to 5.1.0,1,SHALLOW_WORK,0.269
Write RFP response for reporting enterprise contract,4,COMMUNICATION,0.742
Draft proposal for two-factor auth partnership opportunity,4,COMMUNICATION,0.343
Add missing type annotations to cache module,1,SHALLOW_WORK,0.21
File quarterly GDPR compliance report,3,ADMINISTRATIVE,0.316
Audit analytics service uptime logs for last month,3,ADMINISTRATIVE,0.228
Profile and fix memory leak in notification under high concurrency,0,DEEP_WORK,0.906
Update team roster and contact information in HR system,3,ADMINISTRATIVE,0.581
Build data pipeline for processing transaction in real-time,0,DEEP_WORK,0.746
Build real-time time-series processing pipeline with exactly-once semantics,0,DEEP_WORK,0.8
Write compiler pass for A* optimization in the build system,0,DEEP_WORK,0.947
Pin axios to specific version for stability,1,SHALLOW_WORK,0.25
Create onboarding documentation for notification SDK users,4,COMMUNICATION,0.63
Prototype new multi-tenant experience using Figma,2,CREATIVE,0.71
Audit payment service uptime logs for last month,3,ADMINISTRATIVE,0.299
Reconcile November budget allocation across departments,3,ADMINISTRATIVE,0.275
Design interactive user-profile visualization with animations,2,CREATIVE,0.659
Refactor the gateway codebase to use singleton pattern,0,DEEP_WORK,0.755
Update team roster and contact information in HR system,3,ADMINISTRATIVE,0.448
Audit user-profile service uptime logs for last month,3,ADMINISTRATIVE,0.395
Create knowledge base article for real-time sync troubleshooting,4,COMMUNICATION,0.451
Create onboarding checklist for new designer hire,3,ADMINISTRATIVE,0.285
Add missing type annotations to auth module,1,SHALLOW_WORK,0.213
Create motion design for analytics state transitions,2,CREATIVE,0.893
Design and implement caching strategy for billing reducing DB load,0,DEEP_WORK,0.917
Write RFP response for search enterprise contract,4,COMMUNICATION,0.579
Process expense reports for March purchases,3,ADMINISTRATIVE,0.317
Draft email to marketing team about infrastructure migration deadline change,4,COMMUNICATION,0.555
Create illustration set for deployment help center articles,2,CREATIVE,0.52
Brainstorm innovative solutions for onboarding drop-off user pain point,2,CREATIVE,0.572
Debug the stack overflow crash in the user-profile service,0,DEEP_WORK,0.862
Write compiler pass for genetic optimization in the build system,0,DEEP_WORK,0.849
Create onboarding checklist for new QA hire,3,ADMINISTRATIVE,0.17
Update contributing JIRA tickets with current sprint status,3,ADMINISTRATIVE,0.262
Design fault-tolerant messaging with automatic failover and recovery,0,DEEP_WORK,0.978
Compose apology communication regarding scheduling service disruption,4,COMMUNICATION,0.351
Review and categorize incoming support tickets for triage,3,ADMINISTRATIVE,0.563
Write release notes for messaging version 5.1.0,4,COMMUNICATION,0.384
Coordinate vendor contract renewal for Linear licenses,3,ADMINISTRATIVE,0.438
Rename processItem variable to intermediateValue across codebase,1,SHALLOW_WORK,0.533
Analyze sensor dataset and build regression model,0,DEEP_WORK,0.673
Run linter and fix formatting issues in gateway,1,SHALLOW_WORK,0.0
Write RFP response for payment enterprise contract,4,COMMUNICATION,0.628
Add default value for date_of_birth in billing model,1,SHALLOW_WORK,0.325
Clean up unused imports in scheduling files,1,SHALLOW_WORK,0.328
Optimize analytics query performance reducing latency by 50%,0,DEEP_WORK,0.766
Implement OAuth 2.0 authentication flow with token refresh,0,DEEP_WORK,0.951
Record demo video showing multi-tenant new capabilities,4,COMMUNICATION,0.686
Plan and book travel for upcoming stakeholder conference,3,ADMINISTRATIVE,0.378
Build real-time sensor processing pipeline with exactly-once semantics,0,DEEP_WORK,0.901
Update README with new export setup instructions,1,SHALLOW_WORK,0.286
Add .env.example file with required variables,1,SHALLOW_WORK,0.164
Implement custom BFS solver for the constraint optimization engine,0,DEEP_WORK,0.882
Brainstorm innovative solutions for accessibility user pain point,2,CREATIVE,0.635
Reply to client feedback about dashboard performance issues,4,COMMUNICATION,0.577
Update security JIRA tickets with current sprint status,3,ADMINISTRATIVE,0.409
Sketch wireframes for dark mode mobile experience,2,CREATIVE,0.779
Create tutorial walkthrough for auto-save API integration,4,COMMUNICATION,0.462
Implement distributed random forest consensus protocol for scheduling,0,DEEP_WORK,0.786
Compose newsletter update about security audit progress this quarter,4,COMMUNICATION,0.522
Rename userData variable to transformItem across codebase,1,SHALLOW_WORK,0.298
Schedule 1-on-1 meeting with design team,3,ADMINISTRATIVE,0.341
Design database schema for auto-save with normalization,0,DEEP_WORK,0.825
Migrate auth from monolith to microservice architecture,0,DEEP_WORK,0.889
Compose original background music for real-time sync meditation mode,2,CREATIVE,0.565
Audit cache service uptime logs for last month,3,ADMINISTRATIVE,0.333
Compose original background music for offline-first meditation mode,2,CREATIVE,0.761
Add default value for email in inventory model,1,SHALLOW_WORK,0.363
Update team roster and contact information in HR system,3,ADMINISTRATIVE,0.371
Draft SOW document for undo-redo consulting engagement,4,COMMUNICATION,0.606
Design and implement caching strategy for analytics reducing DB load,0,DEEP_WORK,0.851
Design interactive cache visualization with animations,2,CREATIVE,0.789
Fix broken link in migration documentation,1,SHALLOW_WORK,0.144
Optimize reporting query performance reducing latency by 50%,0,DEEP_WORK,0.79
Analyze transaction dataset and build regression model,0,DEEP_WORK,0.849
Reconcile February budget allocation across departments,3,ADMINISTRATIVE,0.375
Implement OpenID Connect authentication flow with token refresh,0,DEEP_WORK,0.789
Coordinate vendor contract renewal for Linear licenses,3,ADMINISTRATIVE,0.511
Design data visualization dashboard for geospatial metrics,2,CREATIVE,0.797
Add input validation for phone_number field in notification form,1,SHALLOW_WORK,0.401
Review and approve 12 pending pull requests,3,ADMINISTRATIVE,0.28
File quarterly accessibility compliance report,3,ADMINISTRATIVE,0.288
Process expense reports for October purchases,3,ADMINISTRATIVE,0.402
Move types.d.ts to the gateway directory,1,SHALLOW_WORK,0.409
Process expense reports for March purchases,3,ADMINISTRATIVE,0.303
Write compelling copy for product tour landing page,2,CREATIVE,0.761
Profile and fix memory leak in messaging under high concurrency,0,DEEP_WORK,0.808
Implement distributed Monte Carlo consensus protocol for inventory,0,DEEP_WORK,0.695
Compile weekly status report for QA management review,3,ADMINISTRATIVE,0.32
Write release notes for messaging version 5.1.0,4,COMMUNICATION,0.622
Compile weekly status report for marketing management review,3,ADMINISTRATIVE,0.319
Add missing type annotations to messaging module,1,SHALLOW_WORK,0.367
Migrate payment from monolith to microservice architecture,0,DEEP_WORK,0.937
Pin moment to specific version for stability,1,SHALLOW_WORK,0.444
Run linter and fix formatting issues in inventory,1,SHALLOW_WORK,0.436
Audit billing service uptime logs for last month,3,ADMINISTRATIVE,0.253
Refactor the payment codebase to use event-driven pattern,0,DEEP_WORK,0.78
Add input validation for date_of_birth field in billing form,1,SHALLOW_WORK,0.173
Record podcast episode discussing security audit industry trends,4,COMMUNICATION,0.481
Record demo video showing collaborative editing new capabilities,4,COMMUNICATION,0.365
Record podcast episode discussing team restructuring industry trends,4,COMMUNICATION,0.388
Write unit tests for the cache engine covering edge cases,0,DEEP_WORK,0.806
Fix broken link in architecture documentation,1,SHALLOW_WORK,0.259
Process expense reports for March purchases,3,ADMINISTRATIVE,0.35
Write release notes for inventory version 2.8.0,4,COMMUNICATION,0.461
Migrate user-profile from monolith to microservice architecture,0,DEEP_WORK,0.902
Draft proposal for collaborative editing partnership opportunity,4,COMMUNICATION,0.237
Create onboarding checklist for new PM hire,3,ADMINISTRATIVE,0.458
Clean up unused imports in user-profile files,1,SHALLOW_WORK,0.264
Build generative art system for user profile avatars,2,CREATIVE,0.638
Draft press release for export product announcement,4,COMMUNICATION,0.651
Write unit tests for the payment engine covering edge cases,0,DEEP_WORK,0.847
Design immersive collaborative editing experience with parallax scrolling,2,CREATIVE,0.778
Sketch wireframes for push notification mobile experience,2,CREATIVE,0.631
Implement random forest algorithm for the gateway module,0,DEEP_WORK,0.877
Write RFP response for auth enterprise contract,4,COMMUNICATION,0.328
Draft SOW document for auto-save consulting engagement,4,COMMUNICATION,0.547
Create machine learning feature extraction for transaction analysis,0,DEEP_WORK,1.0
Build data pipeline for processing geospatial in real-time,0,DEEP_WORK,0.949
Design interactive search visualization with animations,2,CREATIVE,0.697
Write release notes for billing version 4.0.0,4,COMMUNICATION,0.503
Prepare talking points for sprint planning customer call,4,COMMUNICATION,0.28
Review and update team access permissions in Linear,3,ADMINISTRATIVE,0.346
Design fault-tolerant cache with automatic failover and recovery,0,DEEP_WORK,0.742
